dataset,model,horizon,n,skill,mae_skill,alpha,alpha_ci_low,alpha_ci_high,skill_vp,collapse_flag,inflation_flag,near_ideal_flag,low_sample_flag,station_id,station_name,province,station_type,station_class,lat,lon,altitude_m,dem_code,dm_pval_bh,dm_significant,dm_stat,n_pairs,bias_sq,cond_bias_sq,irreducible_sq,rho,std_pred_ug,std_true_ug,base_rate_abs_50,base_rate_p75,base_rate_p90,f1_abs_50,f1_p75,f1_p90,flag_rate_abs_50,flag_rate_p75,flag_rate_p90,precision_abs_50,precision_p75,precision_p90,recall_abs_50,recall_p75,recall_p90,obs_mean_ug,obs_std_ug,observed_range_ug
e1_rr_daily,hgb_direct,1,1274,0.0545432047835262,0.0307519963616089,0.2980932035616973,0.1884424537123804,0.4861930870857883,0.016258958646443,True,False,False,False,03014002_10_M,Elx-Agroalimentari,Alicante,Suburban/Industrial,industrial,38.24222,-0.68278,44,ES1624A,0.6371445407538614,False,0.4918894954078345,1274,0.0017537576427167,2.0185323135842927,131.79426879494503,0.4345156616423734,6.9592327558114215,12.746334893025082,0.021193092621664,0.2268445839874411,0.0981161695447409,0.054054054054054,0.5228070175438597,0.3981900452488687,0.0078492935635792,0.2205651491365777,0.075353218210361,0.1,0.5302491103202847,0.4583333333333333,0.037037037037037,0.5155709342560554,0.352,20.04685646500593,12.952355853151095,25.90471170630219
e1_rr_daily,lightgbm_direct,1,1274,0.05711163779773247,0.03164808755085201,0.29343337573259687,0.2534333757325969,0.33343337573259685,0.030937083508007324,True,False,False,False,03014002_10_M,Elx-Agroalimentari,Alicante,Suburban/Industrial,industrial,38.24222,-0.68278,44,ES1624A,0.5,False,0.5017272853159912,1274,0.0017537576427167,2.0185323135842927,131.79426879494503,0.4366882399505852,6.820048100695193,12.746334893025082,0.021193092621664,0.2268445839874411,0.0981161695447409,0.054054054054054,0.5228070175438597,0.3981900452488687,0.0078492935635792,0.2205651491365777,0.075353218210361,0.1,0.5302491103202847,0.4583333333333333,0.037037037037037,0.5101730103806228,0.352,20.04685646500593,12.952355853151095,25.90471170630219
e1_rr_daily,ridge_direct,1,1274,0.1068243052570685,0.0606217026697125,0.2648966469796901,0.1528093908207748,0.4680395826970427,0.0282974002785323,True,False,False,False,03014002_10_M,Elx-Agroalimentari,Alicante,Suburban/Industrial,industrial,38.24222,-0.68278,44,ES1624A,0.2137137517493805,False,1.3739023591906117,1274,0.0161846870140632,3.10961890148213e-06,119.4084056588244,0.5148194584583846,6.560297815801412,12.746334893025082,0.021193092621664,0.2268445839874411,0.0981161695447409,0.2777777777777778,0.4508196721311475,0.3977272727272727,0.0070643642072213,0.1562009419152276,0.0400313971742543,0.5555555555555556,0.5527638190954773,0.6862745098039216,0.1851851851851851,0.3806228373702422,0.28,20.04685646500593,12.952355853151095,25.90471170630219
e1_rr_daily,sarima,1,136,-0.0460140053356599,0.0198270420151025,0.0517967942749496,0.0231625705431422,0.3484350166629408,-0.0023833779681376,True,False,False,False,03014002_10_M,Elx-Agroalimentari,Alicante,Suburban/Industrial,industrial,38.24222,-0.68278,44,ES1624A,0.6371445407538614,False,-0.4733189468956025,90,2.8616765438139105,28.570470045308568,294.02780885383834,0.497919764899329,4.500023755656078,19.772581096945693,0.0147058823529411,0.237037037037037,0.0962962962962963,,0.5090909090909091,0.375,0.0,0.1703703703703703,0.0222222222222222,,0.6086956521739131,1.0,0.0,0.4375,0.2307692307692307,20.04685646500593,12.952355853151095,25.90471170630219
e1_rr_daily,seasonal_naive,1,1274,-0.5820662647666237,-0.6883644207587869,1.3124697247858397,0.7068030222076783,2.3897665697034416,-0.7639443503253722,False,False,False,False,03014002_10_M,Elx-Agroalimentari,Alicante,Suburban/Industrial,industrial,38.24222,-0.68278,44,ES1624A,0.0010908737050777,True,-3.665842039031088,1274,0.3652940466127253,211.85549158083796,162.46681248871894,0.0037137111748558,14.602592699461882,12.746334893025082,0.021193092621664,0.2268445839874411,0.0981161695447409,0.0625,0.247457627118644,0.1226053639846743,0.0290423861852433,0.2362637362637362,0.1067503924646781,0.054054054054054,0.2425249169435216,0.1176470588235294,0.074074074074074,0.2525951557093425,0.128,20.04685646500593,12.952355853151095,25.90471170630219
e1_rr_daily,stl_ridge_direct,1,1274,-1.28855624225073,-2.5889439562243672,1.642356629381014,0.9370706422559412,2.8778181800859604,-2.1162688867907744,False,True,False,False,03014002_10_M,Elx-Agroalimentari,Alicante,Suburban/Industrial,industrial,38.24222,-0.68278,44,ES1624A,0.0,True,-9.235165482795772,1274,425.8004991190603,200.50939241595765,157.73902380699695,0.1706265443343289,16.33499698808459,12.746334893025082,0.021193092621664,0.2268445839874411,0.0981161695447409,0.101010101010101,0.3748361730013106,0.1944677284157586,0.1342229199372056,0.9709576138147566,0.8383045525902669,0.0584795321637426,0.2312045270816491,0.1086142322097378,0.3703703703703703,0.9896193771626296,0.928,20.04685646500593,12.952355853151095,25.90471170630219
e1_rr_daily,hgb_direct,2,1251,0.2074180430237674,0.1405576467484952,0.1637044787714371,0.1040902626227652,0.2710188859519727,0.0339552626209973,True,False,False,False,03014002_10_M,Elx-Agroalimentari,Alicante,Suburban/Industrial,industrial,38.24222,-0.68278,44,ES1624A,0.0366049207062136,True,2.24558496569819,1251,0.0010210939683693,8.667612785336356,157.00830983374368,0.1731979764886775,5.147604619039027,12.72257152800074,0.0207833733013589,0.2294164668265387,0.0999200639488409,,0.3346007604562737,0.1752577319587629,0.0,0.1910471622701838,0.0551558752997601,,0.3682008368200837,0.2463768115942029,0.0,0.3066202090592334,0.136,20.04685646500593,12.952355853151095,25.90471170630219
e1_rr_daily,lightgbm_direct,2,1251,0.20865460735880917,0.14157611792377844,0.15351299852704053,0.11351299852704053,0.19351299852704054,0.08175240851173991,True,False,False,False,03014002_10_M,Elx-Agroalimentari,Alicante,Suburban/Industrial,industrial,38.24222,-0.68278,44,ES1624A,0.03587282229208933,True,2.290496665012154,1251,0.0010210939683693,8.667612785336356,157.00830983374368,0.17406396637112087,5.044652526658247,12.72257152800074,0.0207833733013589,0.2294164668265387,0.0999200639488409,,0.3346007604562737,0.1752577319587629,0.0,0.1910471622701838,0.0551558752997601,,0.3682008368200837,0.2463768115942029,0.0,0.3010452961672473,0.136,20.04685646500593,12.952355853151095,25.90471170630219
e1_rr_daily,ridge_direct,2,1251,0.2264146319696041,0.1745066859246035,0.0798748738835058,0.0434895701670495,0.1449169124578384,0.0180848401739525,True,False,False,False,03014002_10_M,Elx-Agroalimentari,Alicante,Suburban/Industrial,industrial,38.24222,-0.68278,44,ES1624A,0.022457565531019,True,2.5453498546159796,1251,0.0096161045674494,1.5267152038613403,156.29390432376613,0.1855024517618937,3.59567138526641,12.72257152800074,0.0207833733013589,0.2294164668265387,0.0999200639488409,,0.2506527415143603,0.0571428571428571,0.0015987210231814,0.0767386091127098,0.0119904076738609,0.0,0.5,0.2666666666666666,0.0,0.1672473867595819,0.032,20.04685646500593,12.952355853151095,25.90471170630219
e1_rr_daily,sarima,2,132,-0.0070258483928693,0.0941493883010384,0.0301821838606212,0.0161016264667108,0.0822796087643233,-0.0002120554479704,True,False,False,False,03014002_10_M,Elx-Agroalimentari,Alicante,Suburban/Industrial,industrial,38.24222,-0.68278,44,ES1624A,0.3316188141075212,False,1.058837333459403,88,0.6383742680359874,7.649099672587257,140.8084295324378,0.3884949575086543,2.237265279546299,12.877814134311366,0.0303030303030303,0.2061068702290076,0.0916030534351145,,0.1714285714285714,,0.0,0.0610687022900763,0.0,,0.375,,0.0,0.1111111111111111,0.0,20.04685646500593,12.952355853151095,25.90471170630219
